Drivers_id,Team_id,Year,Australia,Malaysia,China,Turkey,Bahrain,Spain,Monaco,Canada,Europe,France,Azerbaijan,Austria,Britain,Germany,Hungary,Belgium,Italy,Netherlands,Singapore,Japan,Russia,Emilia_Romagna,South_Korea,India,Abu_Dhabi,Qatar,Saudi_Arabia,USA,Brazil,Las_Vagas,Miami,Mexico,Total_Points
F1_24,TM_02,2014,15,8,0,NULL,0,0,8,12,NULL,NULL,NULL,0,0,12,4,1,8,NULL,4,10,NULL,NULL,0,12,0,NULL,NULL,12,20,NULL,NULL,NULL,126
F1_46,TM_06,2014,8,10,8,NULL,10,1,10,10,NULL,NULL,NULL,2,2,4,6,0,1,NULL,0,4,NULL,NULL,2,0,0,NULL,NULL,4,16,NULL,NULL,NULL,96
F1_63,TM_06,2014,1,0,2,NULL,15,2,0,0,NULL,NULL,NULL,8,8,0,1,0,4,NULL,6,1,NULL,NULL,6,1,0,NULL,NULL,0,12,NULL,NULL,NULL,59
F1_32,TM_02,2014,18,2,0,NULL,0,0,1,2,NULL,NULL,NULL,6,6,6,2,0,0,NULL,1,0,NULL,NULL,1,10,4,NULL,NULL,2,0,NULL,NULL,NULL,55
F1_33,TM_03,2014,6,0,4,NULL,1,6,0,1,NULL,NULL,NULL,1,1,0,0,8,12,NULL,2,0,NULL,NULL,4,2,0,NULL,NULL,6,2,NULL,NULL,NULL,55
F1_29,TM_08,2014,4,0,0,NULL,0,0,0,4,NULL,NULL,NULL,0,0,1,0,2,0,NULL,0,2,NULL,NULL,8,0,1,NULL,NULL,0,0,NULL,NULL,NULL,22
F1_58,TM_05,2014,0,0,0,NULL,0,4,4,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,8
F1_10,TM_08,2014,2,1,1,NULL,0,0,0,0,NULL,NULL,NULL,0,0,2,0,0,2,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,8
F1_55,TM_05,2014,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,2,NULL,NULL,0,0,NULL,NULL,NULL,2
F1_23,TM_13,2014,0,0,0,NULL,0,0,2,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,2
F1_04,TM_07,2014,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_40,TM_19,2014,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_12,TM_07,2014,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_39,TM_13,2014,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_31,TM_19,2014,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_71,TM_19,2014,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_66,TM_01,2013,15,25,12,NULL,25,12,18,25,NULL,NULL,NULL,NULL,0,25,15,25,25,NULL,25,25,NULL,NULL,25,25,25,NULL,NULL,25,25,NULL,NULL,NULL,397
F1_14,TM_03,2013,18,0,25,NULL,4,25,6,18,NULL,NULL,NULL,NULL,15,12,10,18,18,NULL,18,12,NULL,NULL,8,0,10,NULL,NULL,10,15,NULL,NULL,NULL,242
F1_43,TM_01,2013,8,18,0,NULL,6,10,15,12,NULL,NULL,NULL,NULL,18,6,12,10,15,NULL,0,18,NULL,NULL,0,0,18,NULL,NULL,15,18,NULL,NULL,NULL,199
F1_34,TM_04,2013,10,15,15,NULL,10,0,12,15,NULL,NULL,NULL,NULL,12,10,25,15,2,NULL,10,0,NULL,NULL,10,8,6,NULL,NULL,12,2,NULL,NULL,NULL,189
F1_33,TM_05,2013,25,6,18,NULL,18,18,1,2,NULL,NULL,NULL,NULL,10,18,18,0,0,NULL,15,10,NULL,NULL,18,6,0,NULL,NULL,0,0,NULL,NULL,NULL,183
F1_49,TM_04,2013,0,12,0,NULL,2,8,25,10,NULL,NULL,NULL,NULL,25,2,0,12,8,NULL,12,4,NULL,NULL,6,18,15,NULL,NULL,2,10,NULL,NULL,NULL,171
F1_58,TM_05,2013,1,8,2,NULL,15,0,0,0,NULL,NULL,NULL,NULL,0,15,8,4,4,NULL,0,15,NULL,NULL,15,15,12,NULL,NULL,18,0,NULL,NULL,NULL,132
F1_16,TM_03,2013,12,10,8,NULL,0,15,0,4,NULL,NULL,NULL,NULL,8,0,4,6,12,NULL,8,1,NULL,NULL,2,12,4,NULL,NULL,0,6,NULL,NULL,NULL,112
F1_24,TM_02,2013,2,0,10,NULL,1,4,8,0,NULL,NULL,NULL,NULL,0,8,6,8,1,NULL,6,2,NULL,NULL,4,0,0,NULL,NULL,1,12,NULL,NULL,NULL,73
F1_46,TM_06,2013,0,4,1,NULL,0,0,0,0,NULL,NULL,NULL,NULL,1,1,0,0,10,NULL,2,8,NULL,NULL,12,0,0,NULL,NULL,8,4,NULL,NULL,NULL,51
F1_63,TM_02,2013,0,2,0,NULL,8,2,0,0,NULL,NULL,NULL,NULL,0,4,2,0,0,NULL,4,0,NULL,NULL,1,10,2,NULL,NULL,6,8,NULL,NULL,NULL,49
F1_53,TM_06,2013,4,0,4,NULL,12,6,2,6,NULL,NULL,NULL,NULL,2,0,0,0,0,NULL,0,0,NULL,NULL,0,4,8,NULL,NULL,0,0,NULL,NULL,NULL,48
F1_04,TM_06,2013,6,0,0,NULL,0,0,10,1,NULL,NULL,NULL,NULL,6,0,0,2,0,NULL,1,0,NULL,NULL,0,2,1,NULL,NULL,0,0,NULL,NULL,NULL,29
F1_11,TM_08,2013,0,0,6,NULL,0,1,0,0,NULL,NULL,NULL,NULL,4,0,0,1,6,NULL,0,0,NULL,NULL,0,1,0,NULL,NULL,0,1,NULL,NULL,NULL,20
F1_29,TM_08,2013,0,1,0,NULL,0,0,4,8,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,13
F1_12,TM_07,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,6,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,6
F1_68,TM_09,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,4,0,NULL,NULL,NULL,4
F1_55,TM_09,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1
F1_23,TM_13,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_08,TM_19,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_21,TM_05,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_19,TM_19,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_39,TM_13,2013,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_66,TM_01,2012,18,0,10,NULL,25,8,12,12,0,NULL,NULL,NULL,15,10,12,18,0,NULL,25,25,NULL,NULL,25,25,15,NULL,NULL,18,8,NULL,NULL,NULL,281
F1_14,TM_03,2012,10,25,2,NULL,6,18,15,10,25,NULL,NULL,NULL,18,25,10,0,15,NULL,15,0,NULL,NULL,15,18,18,NULL,NULL,15,18,NULL,NULL,NULL,278
F1_33,TM_05,2012,6,10,0,NULL,18,15,2,4,18,NULL,NULL,NULL,10,15,18,15,10,NULL,8,8,NULL,NULL,10,6,25,NULL,NULL,8,1,NULL,NULL,NULL,207
F1_34,TM_02,2012,15,15,15,NULL,4,4,10,25,0,NULL,NULL,NULL,4,0,25,0,25,NULL,0,10,NULL,NULL,1,12,0,NULL,NULL,25,0,NULL,NULL,NULL,190
F1_24,TM_02,2012,25,0,18,NULL,0,2,0,0,4,NULL,NULL,NULL,1,18,8,25,0,NULL,18,12,NULL,NULL,0,10,12,NULL,NULL,10,25,NULL,NULL,NULL,188
F1_43,TM_01,2012,12,12,12,NULL,12,0,25,6,12,NULL,NULL,NULL,25,4,4,8,0,NULL,0,2,NULL,NULL,18,15,0,NULL,NULL,0,12,NULL,NULL,NULL,179
F1_16,TM_03,2012,0,0,0,NULL,2,0,8,1,0,NULL,NULL,NULL,12,0,2,10,12,NULL,4,18,NULL,NULL,12,8,6,NULL,NULL,12,15,NULL,NULL,NULL,122
F1_58,TM_05,2012,0,0,8,NULL,15,12,0,18,0,NULL,NULL,NULL,8,0,15,0,0,NULL,6,0,NULL,NULL,6,2,0,NULL,NULL,6,0,NULL,NULL,NULL,96
F1_49,TM_04,2012,0,0,25,NULL,10,6,18,8,8,NULL,NULL,NULL,0,1,1,0,6,NULL,10,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,93
F1_63,TM_07,2012,4,18,0,NULL,0,0,0,15,2,NULL,NULL,NULL,0,8,0,0,18,NULL,1,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,66
F1_46,TM_06,2012,0,2,0,NULL,0,1,4,0,10,NULL,NULL,NULL,0,2,0,12,0,NULL,0,6,NULL,NULL,8,4,0,NULL,NULL,4,10,NULL,NULL,NULL,63
F1_31,TM_07,2012,8,0,1,NULL,0,10,0,2,0,NULL,NULL,NULL,0,12,0,0,2,NULL,0,15,NULL,NULL,0,0,8,NULL,NULL,0,2,NULL,NULL,NULL,60
F1_41,TM_04,2012,0,1,0,NULL,1,0,0,0,15,NULL,NULL,NULL,6,6,0,6,8,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,6,NULL,NULL,NULL,49
F1_53,TM_06,2012,1,6,0,NULL,8,0,6,0,6,NULL,NULL,NULL,0,0,0,1,4,NULL,12,0,NULL,NULL,0,0,2,NULL,NULL,0,0,NULL,NULL,NULL,46
F1_55,TM_09,2012,0,0,4,NULL,0,25,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,4,NULL,NULL,0,0,10,NULL,NULL,2,0,NULL,NULL,NULL,45
F1_06,TM_09,2012,0,8,6,NULL,0,0,1,0,1,NULL,NULL,NULL,2,0,6,0,1,NULL,0,0,NULL,NULL,0,1,4,NULL,NULL,1,0,NULL,NULL,NULL,31
F1_29,TM_08,2012,0,4,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,4,0,NULL,0,0,NULL,NULL,4,0,0,NULL,NULL,0,4,NULL,NULL,NULL,16
F1_11,TM_08,2012,2,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,2,0,NULL,2,1,NULL,NULL,2,0,1,NULL,NULL,0,0,NULL,NULL,NULL,10
F1_70,TM_19,2012,0,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_67,TM_13,2012,0,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_08,TM_13,2012,0,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_21,TM_19,2012,0,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_25,TM_05,2012,0,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_47,TM_11,2012,0,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_52,TM_11,2012,0,0,0,NULL,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0
F1_66,TM_01,2011,25,25,18,25,NULL,25,25,18,25,NULL,NULL,NULL,18,12,18,25,25,NULL,25,15,NULL,NULL,25,25,0,NULL,NULL,NULL,18,NULL,NULL,NULL,392
F1_24,TM_02,2011,8,18,12,8,NULL,15,15,25,8,NULL,NULL,NULL,0,0,25,15,18,NULL,18,25,NULL,NULL,12,18,15,NULL,NULL,NULL,15,NULL,NULL,NULL,270
F1_43,TM_01,2011,10,12,15,18,NULL,12,12,15,15,NULL,NULL,NULL,15,15,10,18,0,NULL,15,12,NULL,NULL,15,12,12,NULL,NULL,NULL,25,NULL,NULL,NULL,258
F1_14,TM_03,2011,12,8,6,15,NULL,10,18,0,18,NULL,NULL,NULL,25,18,15,12,15,NULL,12,18,NULL,NULL,10,15,18,NULL,NULL,NULL,12,NULL,NULL,NULL,257
F1_34,TM_02,2011,18,4,25,12,NULL,18,8,0,12,NULL,NULL,NULL,12,25,12,0,12,NULL,10,10,NULL,NULL,18,6,25,NULL,NULL,NULL,0,NULL,NULL,NULL,227
F1_16,TM_03,2011,6,10,8,0,NULL,0,0,8,10,NULL,NULL,NULL,10,10,8,4,8,NULL,2,6,NULL,NULL,8,0,10,NULL,NULL,NULL,10,NULL,NULL,NULL,118
F1_49,TM_04,2011,0,0,10,10,NULL,6,0,0,6,NULL,NULL,NULL,8,6,2,8,0,NULL,6,1,NULL,NULL,4,8,8,NULL,NULL,NULL,6,NULL,NULL,NULL,89
F1_41,TM_04,2011,0,2,4,0,NULL,8,0,12,0,NULL,NULL,NULL,2,4,0,10,10,NULL,0,8,NULL,NULL,0,10,6,NULL,NULL,NULL,0,NULL,NULL,NULL,76
F1_04,TM_06,2011,2,0,0,0,NULL,0,6,0,2,NULL,NULL,NULL,0,8,0,6,0,NULL,4,0,NULL,NULL,0,2,4,NULL,NULL,NULL,8,NULL,NULL,NULL,42
F1_70,TM_05,2011,15,0,2,4,NULL,0,0,10,0,NULL,NULL,NULL,0,1,0,2,0,NULL,0,2,NULL,NULL,0,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,37
F1_45,TM_05,2011,0,15,0,6,NULL,4,4,0,1,NULL,NULL,NULL,4,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,34
F1_31,TM_07,2011,0,6,1,1,NULL,1,10,6,0,NULL,NULL,NULL,0,2,0,0,0,NULL,0,0,NULL,NULL,0,0,1,NULL,NULL,NULL,2,NULL,NULL,NULL,30
F1_53,TM_06,2011,1,1,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,6,0,4,NULL,8,0,NULL,NULL,1,0,2,NULL,NULL,NULL,4,NULL,NULL,NULL,27
F1_22,TM_08,2011,0,0,0,0,NULL,0,0,4,4,NULL,NULL,NULL,1,0,1,0,6,NULL,0,0,NULL,NULL,6,4,0,NULL,NULL,NULL,0,NULL,NULL,NULL,26
F1_62,TM_08,2011,4,0,0,2,NULL,0,1,1,0,NULL,NULL,NULL,0,0,4,0,1,NULL,0,0,NULL,NULL,2,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,15
F1_63,TM_07,2011,0,0,0,0,NULL,2,0,0,0,NULL,NULL,NULL,6,0,0,0,0,NULL,1,4,NULL,NULL,0,1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,14
F1_57,TM_09,2011,0,0,0,0,NULL,0,2,2,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,4
F1_06,TM_05,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,2,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,2
F1_55,TM_09,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,1,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1
F1_52,TM_07,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_28,TM_10,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_21,TM_10,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_69,TM_11,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_25,TM_12,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_67,TM_12,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_47,TM_11,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_11,TM_11,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
F1_30,TM_10,2011,0,0,0,0,NULL,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0
